Complex_name,Embedding,Confidence_score,Hetero_graph_path
MKCWLGSYLPUEKY-UHFFFAOYSA-N_Q9UPP1_2WWU,"[[ 3.97178364e+00  3.27863884e+00  2.41236725e+01 ... -1.15646982e+01
  -1.46074295e-02 -9.50061798e+00]
 [-1.90450401e+01  2.86480560e+01  2.02752037e+01 ... -8.30298615e+00
  -2.76836729e+00  1.87476997e+01]
 [-2.57894211e+01  2.48457623e+01  1.77206306e+01 ... -1.79915237e+01
  -1.19000483e+00  4.75391197e+00]
 ...
 [ 2.14714241e+01  6.26592875e+00  8.62146950e+00 ...  5.49679279e+00
  -8.25724506e+00 -5.14430571e+00]
 [ 1.36276960e+01  9.45878601e+00  1.97653313e+01 ... -5.26889443e-01
   4.99964571e+00 -1.04911776e+01]
 [ 1.02542915e+01  2.26126623e+00  2.42041016e+00 ...  1.32568235e+01
  -3.81622934e+00  9.58228970e+00]]",-0.31,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MKCWLGSYLPUEKY-UHFFFAOYSA-N_Q9UPP1_2WWU/hetero_graph_MKCWLGSYLPUEKY-UHFFFAOYSA-N_Q9UPP1_2WWU.pt
RTGAEUWOUHUIHP-DWOUCZDBSA-N_P32320_1MQ0,"[[-12.557156    -4.6293726    3.7879314  ...   8.880537    13.625799
    0.84314656]
 [-27.201199    -1.311358     2.2768788  ...   1.6611059    3.3780594
   10.028109  ]
 [-21.365952     3.9799714   -4.071596   ...  -8.036058    15.110607
   34.59695   ]
 ...
 [ 14.622265    11.900747    13.756004   ...   8.489197    -1.661604
    3.286418  ]
 [  3.2513416    4.3169417   10.769116   ...   5.6936913   -3.3056228
    0.46887034]
 [-16.098068    -3.0463772    7.847892   ...  -1.3085613   -4.823921
   -0.48009533]]",-1.79,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/RTGAEUWOUHUIHP-DWOUCZDBSA-N_P32320_1MQ0/hetero_graph_RTGAEUWOUHUIHP-DWOUCZDBSA-N_P32320_1MQ0.pt
FHJNAFIJPFGZRI-UHFFFAOYSA-N_P02511_2KLR,"[[-33.64756     12.042665     8.276779   ...  26.267467     7.7081413
  -13.999705  ]
 [-43.179005     2.2450151   13.627315   ...  34.549812    22.819477
  -43.815125  ]
 [-26.261692    11.025831     0.84929466 ...  52.057487   -20.338905
  -48.390015  ]
 ...
 [  5.280782    21.837664    18.133352   ...  17.21687      1.4122518
    5.9273725 ]
 [ 16.302082     5.74787     24.308735   ...  -8.265299     0.22384703
    3.9707363 ]
 [  9.360675    12.854393     3.440834   ...   8.629061    -2.5929613
   -0.14821589]]",-4.21,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FHJNAFIJPFGZRI-UHFFFAOYSA-N_P02511_2KLR/hetero_graph_FHJNAFIJPFGZRI-UHFFFAOYSA-N_P02511_2KLR.pt
NSRQMGVNAQLUID-UHFFFAOYSA-N_P24941_6Q4E,"[[  7.6465282   14.144515   -12.64399    ... -11.71154    -13.666546
    1.4868827 ]
 [ 11.372964    -6.5512733   -4.3911324  ...  -6.5000486  -25.723816
    5.71844   ]
 [ 10.764899    17.966442   -23.330029   ...  14.102753   -49.520874
   19.735373  ]
 ...
 [  3.4149704   16.55542     13.113908   ... -10.81285      0.92973065
  -10.892785  ]
 [ 10.370095    11.995337     4.918408   ...   7.867429     7.926749
    0.17118275]
 [  4.829026    23.288675    22.586285   ... -35.759678     9.9363
   -7.6169863 ]]",0.54,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NSRQMGVNAQLUID-UHFFFAOYSA-N_P24941_6Q4E/hetero_graph_NSRQMGVNAQLUID-UHFFFAOYSA-N_P24941_6Q4E.pt
AYOUKDACKXEDFA-UHFFFAOYSA-N_Q96IY4_3D67,"[[-16.818811    -8.162005   -12.428301   ...  -3.2384202  -20.07412
   34.570564  ]
 [ -8.108786    -2.7362244   35.658474   ... -14.255293   -22.40102
   41.727783  ]
 [-19.470695    -0.50490165 -20.09758    ...  -2.1590025  -17.215687
   15.873219  ]
 ...
 [  1.4034693    3.1835742   12.320465   ...  -0.5942528    8.152036
  -14.290745  ]
 [ -3.156764    11.694962    11.445792   ...   3.9465013   -1.8497957
   -4.2500954 ]
 [ -1.8700237   -3.881059     0.78980356 ...  -5.6716623    6.102519
    8.108102  ]]",-0.58,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AYOUKDACKXEDFA-UHFFFAOYSA-N_Q96IY4_3D67/hetero_graph_AYOUKDACKXEDFA-UHFFFAOYSA-N_Q96IY4_3D67.pt
VVYRMIBCBFMCJN-UHFFFAOYSA-N_P29474_1M9J,"[[ -3.5704474    6.266078    -3.2840846  ...   5.712618    13.784039
   24.953083  ]
 [ -5.8623924    9.734472    -2.5309935  ... -13.49584     -4.284466
   35.852104  ]
 [ -7.4412746   -1.2358999    6.214526   ... -16.987772    -3.1102426
    5.3937144 ]
 ...
 [  7.867872     4.2560897    7.121444   ...   3.6465573  -15.60086
  -15.230722  ]
 [ 10.099492     5.0605636   29.107801   ...  -3.1446633   10.438799
   -0.73042727]
 [ -3.288125    -2.7239156    9.102119   ...   7.100351   -15.486555
    3.8415098 ]]",-0.48,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/VVYRMIBCBFMCJN-UHFFFAOYSA-N_P29474_1M9J/hetero_graph_VVYRMIBCBFMCJN-UHFFFAOYSA-N_P29474_1M9J.pt
YRPLTHBJMGSMKH-UHFFFAOYSA-N_P21453_3V2W,"[[ 10.705004    7.8491697  23.754736  ...  -3.0639896  -9.733345
   52.215385 ]
 [-14.915334   -2.7194026 -15.704718  ...  25.117622  -20.139235
   34.133564 ]
 [-27.58339     3.7923508 -16.11701   ...  24.411423    1.7091575
   23.3708   ]
 ...
 [ 15.2909155  12.025455    7.4500875 ...   3.1148005  -0.5294888
   -4.9104147]
 [ 36.211376   17.039103   13.210793  ...  -9.561335  -10.462922
   12.142481 ]
 [ 30.063515   13.149984   17.336765  ...  -0.2637846  -1.2207289
  -22.212164 ]]",-0.37,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/YRPLTHBJMGSMKH-UHFFFAOYSA-N_P21453_3V2W/hetero_graph_YRPLTHBJMGSMKH-UHFFFAOYSA-N_P21453_3V2W.pt
YREGNPJPCBFTBB-UHFFFAOYSA-O_Q9HC16_3V4J,"[[  7.2328324    1.236807   -11.126678   ... -17.630547     2.975078
  -16.582537  ]
 [-16.041374    13.697786     3.7396107  ...  -4.2594256    0.22111225
    0.68159294]
 [-20.16283     18.78715     -8.627272   ...   6.79525      0.5612862
    3.9577239 ]
 ...
 [ 14.532321     7.9470973   14.294901   ...  -5.709988     2.5826468
   -0.23866677]
 [  9.984842     8.503145    10.4841     ...   5.593976    -0.06107044
   -1.2069488 ]
 [  1.5833826    7.077988    13.926407   ...   6.7457857    4.446069
    5.813968  ]]",-0.61,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/YREGNPJPCBFTBB-UHFFFAOYSA-O_Q9HC16_3V4J/hetero_graph_YREGNPJPCBFTBB-UHFFFAOYSA-O_Q9HC16_3V4J.pt
WJYXQGODMGVTKA-UHFFFAOYSA-N_Q13418_2KBX,"[[ -6.305597    -5.529008    12.753742   ...  23.651924     1.6985121
  -11.586638  ]
 [-24.257158    10.084011    15.404366   ...  19.579596    -1.1428461
  -27.62769   ]
 [-23.740322    26.099163    10.658904   ...  13.194086    18.445263
  -26.216087  ]
 ...
 [ -2.7937536    1.5470929    2.1765838  ...  -8.671365   -31.32179
   20.069176  ]
 [ 10.653095    -2.992696    15.509142   ...  -0.5427332   -8.464208
   -5.7998657 ]
 [ 10.768866     5.9587464   17.46908    ...  -6.6705675   -0.97327685
  -10.683448  ]]",-2.84,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WJYXQGODMGVTKA-UHFFFAOYSA-N_Q13418_2KBX/hetero_graph_WJYXQGODMGVTKA-UHFFFAOYSA-N_Q13418_2KBX.pt
XZIZYTUIRQMBPN-UHFFFAOYSA-N_O15111_3BRT,"[[ -1.2659461   11.383044   -10.730943   ...  28.66701     -2.5474653
   11.776846  ]
 [-23.66346     21.761791    26.273754   ...  21.254604     6.7557425
    2.8667889 ]
 [-24.659555    -0.20164967  -9.508179   ...  12.8368845   -1.0927286
    4.748331  ]
 ...
 [ 15.176477     7.010219    18.945818   ... -15.287257    -0.55099046
   -6.056914  ]
 [  9.826538    23.03667     21.473236   ... -10.551264    -6.8709435
   -1.0910251 ]
 [ 15.218707    11.878937    22.364561   ...   0.19222212  -8.248828
   -5.189907  ]]",-1.81,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XZIZYTUIRQMBPN-UHFFFAOYSA-N_O15111_3BRT/hetero_graph_XZIZYTUIRQMBPN-UHFFFAOYSA-N_O15111_3BRT.pt
AELCINSCMGFISI-DTWKUNHWSA-N_P21396_1O5W,"[[-18.737839    5.7869234  -3.07284   ...  31.12977     9.96002
    6.872583 ]
 [-25.21526     4.087029   11.479229  ...  23.431778    4.1333795
  -20.757088 ]
 [ -3.2487373 -14.347828    1.0114603 ...  11.5716    -11.186377
   -2.7463415]
 ...
 [ 21.827362    0.8327832  13.408814  ...   9.923052    6.3759956
   -1.2101607]
 [ 21.94059     5.956515   23.965548  ... -16.485706   -3.4433377
  -15.396028 ]
 [ -7.3910046   0.6388402   8.460623  ...  15.469336    5.579092
  -17.551403 ]]",-2.14,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AELCINSCMGFISI-DTWKUNHWSA-N_P21396_1O5W/hetero_graph_AELCINSCMGFISI-DTWKUNHWSA-N_P21396_1O5W.pt
BRBUBVKGJRPRRD-UHFFFAOYSA-N_P29474_1M9J,"[[ -2.1378436   21.257072     9.0343     ...   4.4661703   -3.216998
    1.2156228 ]
 [ -6.273981    21.465866    10.339942   ...   0.49420217  14.115217
   -4.476515  ]
 [-17.618168    13.295184   -17.61073    ...   3.2646399    7.539174
   -3.9309764 ]
 ...
 [ 11.14892      2.5331764   25.312601   ...  -0.511917    18.955585
   11.916747  ]
 [  2.082425     2.5288038   11.615129   ...  -2.9700317   -6.9470243
    0.38637638]
 [  0.8381953    2.3025885   14.376527   ...   9.162781   -14.537813
    0.53871226]]",-0.57,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BRBUBVKGJRPRRD-UHFFFAOYSA-N_P29474_1M9J/hetero_graph_BRBUBVKGJRPRRD-UHFFFAOYSA-N_P29474_1M9J.pt
DAVUGQVUQUKFTI-UHFFFAOYSA-N_P24941_6Q4E,"[[ -3.6971974  11.89314   -27.655376  ... -61.092846    2.0298223
   -5.537222 ]
 [ -3.0365958  11.745094  -10.287533  ... -35.555584    4.390909
   69.553604 ]
 [ -1.9405885 -18.375565  -22.081676  ...  20.182184   24.035603
   -7.3593655]
 ...
 [  7.0452356  18.31338     5.3733444 ...  -9.984516   -5.289938
   -6.6604733]
 [  9.221184   15.245371    5.9427667 ...  -2.955812    9.063013
    5.5417213]
 [-17.044884    7.7447705  13.809583  ... -18.390343   -6.215856
  -42.745457 ]]",0.45,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DAVUGQVUQUKFTI-UHFFFAOYSA-N_P24941_6Q4E/hetero_graph_DAVUGQVUQUKFTI-UHFFFAOYSA-N_P24941_6Q4E.pt
DDWUOCNNMSTNMY-UHFFFAOYSA-N_P14174_6CBG,"[[ -9.964745    -4.021695   -17.502659   ... -12.023974    -4.207264
   -0.72457063]
 [-23.866093    10.32363     -9.423033   ... -10.704996     8.76975
    0.9286092 ]
 [-20.903023    16.014826   -23.337137   ...  11.035639     8.222274
   10.676512  ]
 ...
 [  1.0725532    7.7955575    4.9235463  ...  -7.6561174   -4.3668904
  -19.27369   ]
 [  9.974798    -4.558193    -2.4240518  ...   7.2539635    8.049135
   24.90059   ]
 [ -5.9696054   -0.10003567  13.01149    ...  -5.191577    18.202824
  -12.9352    ]]",0.27,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DDWUOCNNMSTNMY-UHFFFAOYSA-N_P14174_6CBG/hetero_graph_DDWUOCNNMSTNMY-UHFFFAOYSA-N_P14174_6CBG.pt
NPKARQNMFDJQQO-UHFFFAOYSA-N_P00371_1AN9,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NPKARQNMFDJQQO-UHFFFAOYSA-N_P00371_1AN9/hetero_graph_NPKARQNMFDJQQO-UHFFFAOYSA-N_P00371_1AN9.pt
KASHBTOPZJTDFP-UHFFFAOYSA-N_P00915_2NMX,"[[  8.615246   -18.27523    -25.144016   ...  -3.6194599  -34.630417
    7.698987  ]
 [ 16.212082     2.8636656    9.655074   ...  -4.471286    -8.339292
   16.457703  ]
 [-10.248037     1.0014844  -29.95067    ...   1.745362   -22.324947
    5.1797934 ]
 ...
 [ 16.738895    -8.197694     8.869616   ...  10.031851     8.875721
   -3.3783574 ]
 [ 10.742435    10.724848    -2.5773072  ...   2.8235533    2.6947424
   -2.615665  ]
 [ -0.31254292  -8.589977    12.328949   ...  -2.6955652    8.676642
    7.9015913 ]]",-0.29,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/KASHBTOPZJTDFP-UHFFFAOYSA-N_P00915_2NMX/hetero_graph_KASHBTOPZJTDFP-UHFFFAOYSA-N_P00915_2NMX.pt
CTXOGVILPOLLLD-UHFFFAOYSA-N_P00371_1AN9,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CTXOGVILPOLLLD-UHFFFAOYSA-N_P00371_1AN9/hetero_graph_CTXOGVILPOLLLD-UHFFFAOYSA-N_P00371_1AN9.pt
QONMYXCFINJDMT-UHFFFAOYSA-N_P25025_6KVA,"[[ -5.9620256    1.5713227    5.683302   ...  -3.5624914    1.3568337
   -2.4578938 ]
 [-13.876954     5.1280875   10.39748    ...  11.550587    13.212985
  -10.564138  ]
 [-22.772274     9.093924    11.560519   ...  20.845995    17.54332
    5.6442013 ]
 ...
 [ 18.546532   -10.356139   -23.456074   ... -17.614365    33.103016
  -44.85225   ]
 [ 11.433367   -15.203594   -30.433352   ...  -7.8128214   29.52558
  -23.51761   ]
 [ -7.2260323  -11.1166115  -13.051559   ...   0.40885925 -30.194614
   14.810982  ]]",-3.08,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QONMYXCFINJDMT-UHFFFAOYSA-N_P25025_6KVA/hetero_graph_QONMYXCFINJDMT-UHFFFAOYSA-N_P25025_6KVA.pt
LRFVTYWOQMYALW-UHFFFAOYSA-N_P22303_4M0E,"[[-32.781506   14.119096  -38.60888   ... -14.87618   -14.263114
    1.8137696]
 [-37.24785    19.163542  -14.112633  ...  -6.9127693  -1.5824008
   -2.6412609]
 [-21.276054   11.929315  -27.28005   ...  -6.244556    2.300663
    9.410231 ]
 ...
 [ 15.8821125  27.334972   26.079964  ...   3.458132   -5.539313
    1.3302026]
 [ 23.80555     8.446516   -2.414335  ...   6.082139   11.933968
   -2.3636875]
 [ 15.594209    5.517689   20.28637   ... -14.297652   -7.00651
   -6.3128366]]",-3.85,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/LRFVTYWOQMYALW-UHFFFAOYSA-N_P22303_4M0E/hetero_graph_LRFVTYWOQMYALW-UHFFFAOYSA-N_P22303_4M0E.pt
VQDMTENBULPUOR-UHFFFAOYSA-N_P54687_2ABJ,"[[ 29.21484      1.1996922  -15.5115795  ...  25.580917    30.094156
  -20.975864  ]
 [-10.986477    10.835852    -2.988206   ...  26.427546    11.685257
   12.668707  ]
 [ -4.3302517    1.490658   -12.660402   ... -11.255404    15.503073
   19.001762  ]
 ...
 [  9.68739      1.2300229    1.2253779  ...  19.76882      5.7654486
   -0.33463264]
 [ -3.823471    -6.598817    15.225023   ...   7.579739    -1.6938591
    5.1933827 ]
 [ -3.31664      6.1247478    3.3324862  ...  23.793905     2.3118434
    1.4133239 ]]",-0.93,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/VQDMTENBULPUOR-UHFFFAOYSA-N_P54687_2ABJ/hetero_graph_VQDMTENBULPUOR-UHFFFAOYSA-N_P54687_2ABJ.pt
QRUWMJVYAALJSP-JAMMHHFISA-N_P43003_5LM4,"[[ 1.8409014e+01 -5.3043394e+00  2.3835733e+01 ...  4.3705535e+00
   8.7099190e+00 -4.9577265e+00]
 [-1.9802567e+01  2.4563091e+01  1.1064885e+00 ... -6.2970123e+00
  -3.4885757e+01  1.3408681e+01]
 [ 3.1034708e-02  1.6020452e+01  3.4589109e+00 ...  1.3177160e+01
  -1.1522942e+00  3.4927261e+00]
 ...
 [ 1.5780907e+01  1.1919735e+01  7.1154842e+00 ... -5.6288266e-01
   3.0539238e+00 -1.1743785e+01]
 [ 2.0378752e+01  1.0615040e+01 -1.2290410e+01 ...  6.3869267e+00
   1.3138777e+01 -1.3245490e+00]
 [-5.4686861e+00  4.1842928e+00  1.4968760e+01 ... -9.6471125e-01
   1.6448090e+00  1.7538272e+00]]",-2.91,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QRUWMJVYAALJSP-JAMMHHFISA-N_P43003_5LM4/hetero_graph_QRUWMJVYAALJSP-JAMMHHFISA-N_P43003_5LM4.pt
BXHICFNKLCTTOS-VOTSOKGWSA-N_P14902_2D0T,"[[ 25.612968    12.843186    -6.391917   ...  34.341938    -2.347085
    1.3378122 ]
 [-25.954266    11.959386    -5.8601246  ...   5.6595206   31.06267
  -30.490196  ]
 [-15.1863785   -3.527728    -7.799474   ...  11.452326    12.30913
    4.5324445 ]
 ...
 [  3.0368454    6.4241977    9.927934   ...   3.4060957   -9.234304
   -6.85481   ]
 [  2.5244899    4.4189725    0.60892034 ...  11.979324     3.9195771
   -7.051586  ]
 [ -1.5380688    4.7487445   17.649794   ...  12.679332    18.318716
    7.052153  ]]",-0.59,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BXHICFNKLCTTOS-VOTSOKGWSA-N_P14902_2D0T/hetero_graph_BXHICFNKLCTTOS-VOTSOKGWSA-N_P14902_2D0T.pt
BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV/hetero_graph_BYGJJERXVLEWHC-UHFFFAOYSA-N_P05186_7YIV.pt
QNYQWWYFKVFUMS-UHFFFAOYSA-N_P10275_1Z95,"[[-2.0578260e+00  7.3456087e+00 -3.1967184e+01 ...  1.6784015e+00
  -8.9101601e-01  2.4836695e+00]
 [-7.6884542e+00  1.5532154e+01 -1.6402729e+01 ... -5.9464674e+00
  -1.6672190e+01 -1.5187383e-02]
 [-9.8996983e+00  1.3588227e+01 -2.7106880e+01 ...  1.2264592e+01
  -3.8921860e+01 -1.6984161e+01]
 ...
 [-5.6563025e+00  1.1296191e+00  9.8764572e+00 ... -2.7845080e+00
  -1.9299748e+00 -2.5096792e-01]
 [ 1.6576445e+01  1.1480743e+01  1.7295435e+01 ... -1.2458911e+01
   2.4765143e+00 -1.0390601e+00]
 [ 6.5996776e+00 -2.6866198e+00  6.1269283e+00 ...  1.8159990e+01
   7.9394011e+00 -7.9000044e+00]]",0.15,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QNYQWWYFKVFUMS-UHFFFAOYSA-N_P10275_1Z95/hetero_graph_QNYQWWYFKVFUMS-UHFFFAOYSA-N_P10275_1Z95.pt
NYUABOGYMWADSF-UHFFFAOYSA-N_P16109_1FSB,"[[-29.400896    1.9937639  13.718544  ...   3.186866    3.0706677
  -10.04565  ]
 [-13.062039   -8.857466    5.193986  ...   3.2441912   1.5643692
  -12.963519 ]
 [-23.596336  -10.698366  -32.03999   ... -12.123026  -19.732697
   -9.135408 ]
 ...
 [  9.514084    9.1578865  18.186544  ...  30.387983  -14.793831
   -4.7327776]
 [ 20.091347  -25.094545   18.755072  ... -10.5590515   2.8543239
   16.983974 ]
 [ 18.886013  -29.788624    8.171647  ...   9.895523   23.136904
   21.405533 ]]",-1.69,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NYUABOGYMWADSF-UHFFFAOYSA-N_P16109_1FSB/hetero_graph_NYUABOGYMWADSF-UHFFFAOYSA-N_P16109_1FSB.pt
MNNADPGXJASGIU-UHFFFAOYSA-N_P00390_1ALG,"[[ -9.915434    13.738267     3.3138561  ...  19.651815     6.289278
    0.15759993]
 [-54.76461     11.309638    51.410828   ... -28.475597    10.697828
  -63.59448   ]
 [-49.641735    15.212166     5.160181   ... -24.700752    19.931585
   14.143637  ]
 ...
 [ -0.5121436    0.5923109    0.9673681  ...  -7.54685     -6.855772
    3.600029  ]
 [  3.2285972    3.0791945   13.834555   ...   1.821754     2.1949944
    0.7113204 ]
 [ 11.258783     7.0729537   23.154222   ... -11.954678    12.253096
   -0.8368921 ]]",-2.03,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MNNADPGXJASGIU-UHFFFAOYSA-N_P00390_1ALG/hetero_graph_MNNADPGXJASGIU-UHFFFAOYSA-N_P00390_1ALG.pt
RNEXKKNNOIRYGI-UHFFFAOYSA-N_O15245_8ET6,"[[-20.817972    10.861155   -12.8861685  ...   1.8433728  -27.560822
   -1.1258607 ]
 [-24.29229     17.223095    19.849874   ...  -6.005023   -10.079905
   18.902431  ]
 [ -5.575018    26.885593    18.035868   ...   0.55386734 -11.831283
   48.300835  ]
 ...
 [  9.914891     7.9497733   -0.88308644 ...   0.4691105   -2.493962
   12.712696  ]
 [ 12.09901      0.4201169   16.637732   ...  -2.0833373   -8.671448
    4.8325047 ]
 [ 14.390251     5.617718   -10.805969   ... -15.276653     7.2751236
    2.1349912 ]]",-4.32,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/RNEXKKNNOIRYGI-UHFFFAOYSA-N_O15245_8ET6/hetero_graph_RNEXKKNNOIRYGI-UHFFFAOYSA-N_O15245_8ET6.pt
NBTMNFYXJYCQHQ-GPIVLXJGSA-N_P21146_3PVU,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/NBTMNFYXJYCQHQ-GPIVLXJGSA-N_P21146_3PVU/hetero_graph_NBTMNFYXJYCQHQ-GPIVLXJGSA-N_P21146_3PVU.pt
AVMDBCMWSSIKTF-UHFFFAOYSA-N_Q15652_2YPD,"[[-2.49260330e+01 -1.13468323e+01 -6.95754623e+00 ... -4.40986013e+00
   1.32618999e+01  1.48860588e+01]
 [-2.13752365e+01  2.83441544e-02  1.72924652e+01 ...  2.07920113e+01
   5.98200226e+00  4.57510662e+00]
 [-4.24835434e+01  8.92259979e+00 -5.27040482e-01 ...  2.01862888e+01
  -1.24398212e+01  5.52842999e+00]
 ...
 [ 2.29605255e+01  1.24331532e+01  2.03915081e+01 ... -6.23049164e+00
  -4.42195892e+00  1.01049385e+01]
 [ 3.30477333e+01  5.26359034e+00  2.13247623e+01 ... -1.09147749e+01
  -7.81829453e+00 -2.59534645e+00]
 [ 1.62806320e+01  4.97281504e+00  2.33568211e+01 ... -2.56294489e-01
  -2.96078491e+00 -1.17883072e+01]]",-0.45,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/AVMDBCMWSSIKTF-UHFFFAOYSA-N_Q15652_2YPD/hetero_graph_AVMDBCMWSSIKTF-UHFFFAOYSA-N_Q15652_2YPD.pt
XQEXVSOHLCLCFH-UHFFFAOYSA-N_P11309_3BGZ,"[[-13.679983    -6.84931    -24.25344    ...  -0.54813385  19.287085
  -17.908964  ]
 [ 11.581354    -8.564781   -21.170065   ...  25.299423    24.527489
  -32.36338   ]
 [ -6.2162833    4.82662    -28.237085   ...   5.729479    28.701162
  -25.991974  ]
 ...
 [  4.5614004    4.5225034    5.0854564  ... -21.242912    -1.2980574
    2.4558911 ]
 [  8.02535     12.462448    10.811007   ...   8.116969     0.74752414
   -6.5141773 ]
 [ 12.406996    -0.2578931   -9.005626   ...   5.358079     9.98892
    2.1239963 ]]",0.82,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XQEXVSOHLCLCFH-UHFFFAOYSA-N_P11309_3BGZ/hetero_graph_XQEXVSOHLCLCFH-UHFFFAOYSA-N_P11309_3BGZ.pt
MWIXENPCUPDSOS-QMMMGPOBSA-N_P41240_1BYG,"[[  4.1449246    8.88587     -5.1401367  ... -26.080278    -6.9669647
    9.023478  ]
 [-10.2826805   22.097553     6.470945   ... -28.028793   -13.948652
   35.608818  ]
 [ -5.617195    -0.57398033   0.85393965 ... -13.014576     8.912514
   21.103155  ]
 ...
 [ 31.793312    -4.5585823   18.210999   ...   0.5298872    0.7139578
   13.079219  ]
 [ -3.1080294   -5.379179    -1.9397669  ...   4.453016    -6.3992567
    1.9743557 ]
 [  5.763871    -1.1050322    8.775639   ...   3.9811523    1.8967996
    5.8699207 ]]",-0.23,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MWIXENPCUPDSOS-QMMMGPOBSA-N_P41240_1BYG/hetero_graph_MWIXENPCUPDSOS-QMMMGPOBSA-N_P41240_1BYG.pt
MARYDOMJDFATPK-UHFFFAOYSA-N_Q9UBN7_5KH3,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MARYDOMJDFATPK-UHFFFAOYSA-N_Q9UBN7_5KH3/hetero_graph_MARYDOMJDFATPK-UHFFFAOYSA-N_Q9UBN7_5KH3.pt
FSCCPFZXYUWZDK-UHFFFAOYSA-N_P19634_1Y4E,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FSCCPFZXYUWZDK-UHFFFAOYSA-N_P19634_1Y4E/hetero_graph_FSCCPFZXYUWZDK-UHFFFAOYSA-N_P19634_1Y4E.pt
MFMHWQFUMUNREN-UHFFFAOYSA-N_Q9Z0J4_2O60,"[[-41.738777    -3.2088604   -7.0268135  ...  -4.7814846   14.984047
   11.834712  ]
 [-32.43876      2.5971403   17.415878   ...   5.7454767   -4.204876
  -19.879402  ]
 [-24.557337     1.4421735   -0.18769455 ...   3.1936018   10.225196
  -20.080978  ]
 ...
 [ 12.142685    11.971743     4.566564   ...   1.0571175   -1.3836288
   -1.0143024 ]
 [  0.16213799   3.764412     9.418787   ...  11.176424    -0.4969228
   14.732742  ]
 [ -6.203887     9.646208    14.559756   ...  15.419362    -1.9871159
    0.53803444]]",-6.91,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MFMHWQFUMUNREN-UHFFFAOYSA-N_Q9Z0J4_2O60/hetero_graph_MFMHWQFUMUNREN-UHFFFAOYSA-N_Q9Z0J4_2O60.pt
